PLAYER_NAME,BAT_DATE,BAT_TM,BAT_OPP,BAT_G,BAT_PA,BAT_AB,BAT_R,BAT_H,BAT_2B,BAT_3B,BAT_HR,BAT_RBI,BAT_BB,BAT_IBB,BAT_SO,BAT_HBP,BAT_SH,BAT_SF,BAT_GDP,BAT_SB,BAT_CS,BAT_BA,BAT_OBP,BAT_SLG,BAT_OPS,BAT_MLBID,BAT_TB,BAT_H_R_RBI,BAT_HITTER_FANTASY_EST,PIT_DATE,PIT_TM,PIT_OPP,PIT_G,PIT_GS,PIT_W,PIT_L,PIT_SV,PIT_IP,PIT_H,PIT_R,PIT_ER,PIT_BB,PIT_SO,PIT_HR,PIT_HBP,PIT_ERA,PIT_BF,PIT_PIT,PIT_STR,PIT_WHIP,PIT_MLBID,PIT_K_PER_IP,SC_AVG_EXIT_VELO,SC_AVG_LAUNCH_ANGLE,SC_XBA,SC_XSLG,SC_HARD_HIT_RATE,SC_BARREL_RATE_EST,LAST_HIT_RESULT_DATE,LAST_HIT_OPPONENT,LAST_HIT_PA,LAST_HIT_AB,LAST_HIT_H,LAST_HIT_R,LAST_HIT_RBI,LAST_HIT_HR,LAST_HIT_BB,LAST_HIT_HBP,LAST_HIT_SO,LAST_HIT_SB,LAST_HIT_SINGLES,LAST_HIT_DOUBLES,LAST_HIT_TRIPLES,LAST_HIT_TOTAL_BASES,LAST_HIT_H_PLUS_R_PLUS_RBI,LAST_HIT_HITTER_FANTASY_PP,LAST_PIT_RESULT_DATE,LAST_PIT_OPPONENT,LAST_PIT_IP,LAST_PIT_OUTS,LAST_PIT_K,LAST_PIT_ER,LAST_PIT_BB,LAST_PIT_HITS_ALLOWED,LAST_PIT_HR_ALLOWED,LAST_PIT_PITCHES,LAST_PIT_WIN,LAST_PIT_QUALITY_START,LAST_PIT_PITCHER_FANTASY_PP
ROBBIE RAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SF,COL,1.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,6.0,4.0,0.0,0.0,,23.0,100.0,53.0,,592662.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,COL,5.0,15.0,4.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,24.0
RODOLFO DURÁN,"Jul 10, 2026",SD,TOR,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,660710.0,0.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,77.18571428571428,20.23809523809524,0.288,0.3816666666666666,0.0784313725490196,0.0,2026-07-10,TOR,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,,,,,,,,,,,,,
ROMY GONZALEZ,"Jul 10, 2026",BOS,NYM,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,663853.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,80.55,4.588235294117647,0.4209333333333333,0.6626666666666666,0.0555555555555555,0.0069444444444444,2026-07-10,NYM,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RON MARINACCIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SD,TOR,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,7.0,5.0,,676760.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TOR,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
ROYCE LEWIS,"Jul 10, 2026",MIN,LAA,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,668904.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,82.74054054054054,25.18918918918919,0.3127727272727272,0.5129090909090909,0.0519480519480519,0.0,2026-07-10,LAA,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,,,,,,,,,,,,,
RYAN GUSTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",MIA,CLE,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,6.0,23.0,16.0,,687473.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,CLE,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
RYAN JEFFERS,"Jul 10, 2026",MIN,LAA,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,680777.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,92.41428571428573,9.571428571428571,0.27175,0.559,0.1363636363636363,0.0,2026-07-10,LAA,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,,,,,,,,,,,,,
RYAN KREIDLER,"Jul 10, 2026",MIN,LAA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,668952.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,81.53823529411765,11.176470588235292,0.1663333333333333,0.1924,0.0818181818181818,0.0,2026-07-10,LAA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYAN MCMAHON,"Jul 10, 2026",NYY,WSH,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,641857.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,81.6,19.307692307692307,0.6222857142857142,0.7658571428571428,0.1058823529411764,0.0,2026-07-10,WSH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYAN O'HEARN,"Jul 10, 2026",PIT,MIL,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,656811.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,85.87307692307692,20.365384615384617,0.3511111111111111,0.677074074074074,0.1214285714285714,0.0285714285714285,2026-07-10,MIL,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,
RYAN WALDSCHMIDT,"Jul 10, 2026",AZ,LAD,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,814439.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,67.5,-22.0,,,0.0,0.0,2026-07-10,LAD,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYAN WEATHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",NYY,WSH,1.0,1.0,0.0,0.0,0.0,5.1,6.0,1.0,1.0,0.0,6.0,0.0,0.0,,23.0,91.0,61.0,,677960.0,1.1764705882352942,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,WSH,5.1,16.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,31.0
RYNE STANEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",STL,ATL,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,21.0,10.0,,592773.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,ATL,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
SAL FRELICK,"Jul 10, 2026",MIL,PIT,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,686217.0,4.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,78.80285714285714,7.771428571428571,0.2107142857142857,0.2865238095238095,0.0813953488372093,0.0,2026-07-10,PIT,4.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,,,,,,,,,,,,,
SAL STEWART,"Jul 10, 2026",CIN,CHC,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,701398.0,0.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,85.01041666666667,15.416666666666666,0.2918076923076923,0.535,0.0866666666666666,0.0066666666666666,2026-07-10,CHC,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,8.0,,,,,,,,,,,,,
SALVADOR PEREZ,"Jul 10, 2026",KC,BAL,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,521692.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,82.87142857142857,22.020408163265305,0.35188,0.5968800000000001,0.1376146788990825,0.0091743119266055,2026-07-10,BAL,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
SAM ANTONACCI,"Jul 10, 2026",CWS,ATH,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,803011.0,0.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,80.94347826086957,14.434782608695652,0.3303571428571428,0.5005714285714286,0.0774647887323943,0.0,2026-07-10,ATH,5.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,14.0,,,,,,,,,,,,,
SAM BACHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",LAA,MIN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,4.0,21.0,12.0,,696147.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,MIN,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0
SAM HENTGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",SF,COL,1.0,0.0,0.0,0.0,0.0,1.1,1.0,0.0,0.0,0.0,3.0,0.0,0.0,,5.0,21.0,14.0,,656529.0,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,COL,1.1,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0
SAMUEL BASALLO,"Jul 10, 2026",BAL,KC,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,694212.0,4.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,86.61428571428571,14.535714285714286,0.3177058823529411,0.8140000000000001,0.0934579439252336,0.0186915887850467,2026-07-10,KC,4.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,,,,,,,,,,,,,
SAMY NATERA JR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",LAA,MIN,1.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,1.0,2.0,0.0,0.0,,8.0,34.0,18.0,,696519.0,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,MIN,1.2,5.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0
SANDY ALCANTARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",MIA,CLE,1.0,1.0,0.0,1.0,0.0,7.0,5.0,3.0,3.0,0.0,8.0,1.0,0.0,,26.0,99.0,71.0,,645261.0,1.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,CLE,7.0,21.0,8.0,3.0,0.0,5.0,1.0,0.0,0.0,1.0,40.0
SEAN BURKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",CWS,ATH,1.0,1.0,1.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,9.0,1.0,1.0,,24.0,98.0,70.0,,680732.0,1.2857142857142858,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,ATH,7.0,21.0,9.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,55.0
SEIYA SUZUKI,"Jul 10, 2026",CHC,CIN,1.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,673548.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,79.81590909090909,23.13636363636364,0.3080869565217391,0.6637826086956522,0.0583941605839416,0.0072992700729927,2026-07-10,CIN,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,8.0,,,,,,,,,,,,,
SHANE BIEBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",TOR,SD,1.0,1.0,0.0,0.0,0.0,4.2,6.0,2.0,2.0,3.0,4.0,1.0,0.0,,22.0,97.0,54.0,,669456.0,0.9523809523809524,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SD,4.2,14.0,4.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,20.0
SHEA LANGELIERS,"Jul 10, 2026",ATH,CWS,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,669127.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,79.36666666666666,20.08333333333333,0.5938888888888889,1.0728888888888888,0.0652173913043478,0.0108695652173913,2026-07-10,CWS,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
SHOHEI OHTANI,"Jul 10, 2026",LAD,AZ,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,660271.0,4.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,89.98125,24.75,0.352090909090909,0.7939545454545454,0.1,0.0166666666666666,2026-07-10,AZ,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,14.0,,,,,,,,,,,,,
SHOTA IMANAGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",CHC,CIN,1.0,1.0,0.0,1.0,0.0,5.0,7.0,1.0,1.0,1.0,5.0,1.0,0.0,,23.0,102.0,74.0,,684007.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,CIN,5.0,15.0,5.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,27.0
SONNY GRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",BOS,NYM,1.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,,23.0,91.0,53.0,,543243.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,NYM,6.0,18.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,34.0
SPENCER STEER,"Jul 10, 2026",CIN,CHC,1.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,668715.0,0.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,84.34285714285714,17.942857142857143,0.3699444444444444,0.5772777777777778,0.0888888888888888,0.0074074074074074,2026-07-10,CHC,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,11.0,,,,,,,,,,,,,
SPENCER TORKELSON,"Jul 10, 2026",DET,PHI,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,679529.0,4.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,83.3075,22.075,0.334,0.6898947368421053,0.0785714285714285,0.0142857142857142,2026-07-10,PHI,4.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,,,,,,,,,,,,,
STEVEN CRUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",KC,BAL,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,13.0,10.0,,674444.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,BAL,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
STEVEN KWAN,"Jul 10, 2026",CLE,MIA,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,680757.0,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,78.44999999999999,21.22222222222222,0.3403684210526316,0.4071578947368421,0.0176991150442477,0.0,2026-07-10,MIA,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,
STEVEN OKERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",HOU,TEX,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,3.0,13.0,8.0,,595345.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,TEX,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
TANNER GORDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",COL,SF,1.0,1.0,0.0,0.0,0.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,,23.0,81.0,54.0,,685299.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,SF,5.0,15.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,15.0
TAYLOR WALLS,"Jul 10, 2026",TB,SEA,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,670764.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,80.65121951219511,20.682926829268293,0.3306111111111111,0.4392777777777777,0.0476190476190476,0.0,2026-07-10,SEA,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,
TAYLOR WARD,"Jul 10, 2026",BAL,KC,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,621493.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,83.14615384615384,22.871794871794872,0.4010526315789474,0.5681578947368421,0.0440251572327044,0.0,2026-07-10,KC,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,,,,,,,,,,,,,
TEOSCAR HERNÁNDEZ,"Jul 10, 2026",LAD,AZ,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,606192.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,87.16666666666667,29.266666666666666,0.25525,0.5606,0.0909090909090909,0.0082644628099173,2026-07-10,AZ,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
TIM HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",NYY,WSH,1.0,0.0,0.0,0.0,0.0,0.1,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,3.0,8.0,7.0,,657612.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,WSH,0.1,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,-5.0
TIM MAYZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",PHI,DET,1.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,4.0,2.0,1.0,0.0,0.0,,8.0,36.0,20.0,,641835.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,DET,1.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,-6.0
TIM TAWA,"Jul 10, 2026",AZ,LAD,1.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,694374.0,4.0,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,76.44999999999999,-3.736842105263158,0.3538888888888889,0.7325555555555555,0.1111111111111111,0.037037037037037,2026-07-10,LAD,4.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,8.0,31.0,,,,,,,,,,,,,
TJ FRIEDL,"Jul 10, 2026",CIN,CHC,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,670770.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,76.89259259259259,27.14814814814815,0.2097692307692307,0.3344615384615385,0.034090909090909,0.0,2026-07-10,CHC,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
TJ RUMFIELD,"Jul 10, 2026",COL,SF,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,681198.0,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,78.72962962962963,26.166666666666668,0.35225,0.4063928571428571,0.0279720279720279,0.0,2026-07-10,SF,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,10.0,,,,,,,,,,,,,
TOM COSGROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",WSH,NYY,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,15.0,11.0,,676680.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,NYY,0.2,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
TOMMY EDMAN,"Jul 10, 2026",LAD,AZ,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,669242.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,78.63333333333334,9.52777777777778,0.400375,0.44875,0.0619469026548672,0.0,2026-07-10,AZ,4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,,,,,,,,,,,,,
TRAVIS ADAMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",MIN,LAA,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,12.0,7.0,,701519.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,LAA,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
TRAVIS BAZZANA,"Jul 10, 2026",CLE,MIA,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,683953.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,84.04081632653062,21.12244897959184,0.2469545454545454,0.3146818181818182,0.05625,0.0,2026-07-10,MIA,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,
TREA TURNER,"Jul 10, 2026",PHI,DET,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,607208.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,83.3,9.473684210526317,0.3096071428571428,0.4947857142857143,0.1081081081081081,0.009009009009009,2026-07-10,DET,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
TRENT GRISHAM,"Jul 10, 2026",NYY,WSH,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,663757.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,83.65918367346939,22.448979591836736,0.3392,0.50245,0.1129032258064516,0.0080645161290322,2026-07-10,WSH,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,,,,,,,,,,,,,
TRENT THORNTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jul 10, 2026",CHC,CIN,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,7.0,5.0,,663423.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-10,CIN,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
TREVOR LARNACH,"Jul 10, 2026",MIN,LAA,1.0,5.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,663616.0,4.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,88.97666666666667,18.83333333333333,0.4048947368421052,0.6274210526315789,0.1217391304347826,0.0,2026-07-10,LAA,5.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,14.0,,,,,,,,,,,,,
